Run,Model,Fold,Accuracy,Precision,Recall,F1_Score
2,ECAEfficientNet,3,0.8492857142857143,0.8584474885844748,0.8269794721407625,0.842419716206124
2,ECAEfficientNet,4,0.88,0.8858858858858859,0.8651026392961877,0.8753709198813057
2,ECAEfficientNet,5,0.8642857142857143,0.8855799373040752,0.8284457478005866,0.8560606060606061
2,ECAEfficientNet,6,0.8507142857142858,0.8432510885341074,0.8519061583577713,0.8475565280816922
2,ECAEfficientNet,7,0.8657142857142858,0.8569364161849711,0.8695014662756598,0.8631732168850073
2,ECAEfficientNet,8,0.8728571428571429,0.85,0.8973607038123167,0.8730385164051355
2,ECAEfficientNet,9,0.8585714285714285,0.8841269841269841,0.8167155425219942,0.8490853658536586
2,ECAEfficientNet,10,0.8685714285714285,0.8577586206896551,0.875366568914956,0.8664731494920174
3,ECAEfficientNet,1,0.86,0.8552631578947368,0.8577712609970675,0.8565153733528551
3,ECAEfficientNet,2,0.8685714285714285,0.8557142857142858,0.8782991202346041,0.8668596237337193
3,ECAEfficientNet,3,0.8642857142857143,0.884375,0.8299120234604106,0.8562783661119516
3,ECAEfficientNet,4,0.8664285714285714,0.8581765557163531,0.8695014662756598,0.8638018936635106
3,ECAEfficientNet,5,0.8778571428571429,0.8774002954209749,0.8709677419354839,0.8741721854304636
3,ECAEfficientNet,6,0.8564285714285714,0.8728682170542635,0.8255131964809385,0.8485305199698568
3,ECAEfficientNet,7,0.8735714285714286,0.8643578643578643,0.8782991202346041,0.8712727272727273
3,ECAEfficientNet,8,0.8692857142857143,0.8509142053445851,0.8870967741935484,0.8686288585786073
3,ECAEfficientNet,9,0.8592857142857143,0.8981937602627258,0.8020527859237536,0.8474051123160341
3,ECAEfficientNet,10,0.8685714285714285,0.8716417910447761,0.8563049853372434,0.863905325443787
1,ViT_r2d2,1,0.8557142857142858,0.8625377643504532,0.8372434017595308,0.8497023809523809
1,ViT_r2d2,2,0.8392857142857143,0.8415545590433483,0.8255131964809385,0.8334566987416728
1,ViT_r2d2,3,0.8528571428571429,0.8595166163141994,0.8343108504398827,0.8467261904761905
1,ViT_r2d2,4,0.8592857142857143,0.8624813153961136,0.8460410557184751,0.8541820873427091
1,ViT_r2d2,5,0.8721428571428571,0.885145482388974,0.8475073313782991,0.8659176029962546
1,ViT_r2d2,6,0.8557142857142858,0.8647416413373861,0.8343108504398827,0.8492537313432836
1,ViT_r2d2,7,0.8592857142857143,0.8581979320531757,0.8519061583577713,0.8550404709345106
1,ViT_r2d2,8,0.8592857142857143,0.856093979441997,0.8548387096774194,0.855465884079237
1,ViT_r2d2,9,0.8521428571428571,0.8284923928077456,0.8782991202346041,0.8526690391459075
1,ViT_r2d2,10,0.8628571428571429,0.8689759036144579,0.8460410557184751,0.8573551263001485
2,ViT_r2d2,1,0.8664285714285714,0.8849144634525661,0.8343108504398827,0.8588679245283019
2,ViT_r2d2,2,0.8471428571428572,0.8362068965517241,0.8533724340175953,0.8447024673439768
2,ViT_r2d2,3,0.85,0.8543543543543544,0.8343108504398827,0.844213649851632
2,ViT_r2d2,4,0.8614285714285714,0.8456090651558074,0.875366568914956,0.8602305475504323
2,ViT_r2d2,5,0.8535714285714285,0.8271604938271605,0.8841642228739003,0.8547129695251595
2,ViT_r2d2,6,0.8578571428571429,0.8791208791208791,0.8211143695014663,0.849128127369219
2,ViT_r2d2,7,0.8628571428571429,0.8613569321533924,0.8563049853372434,0.8588235294117647
2,ViT_r2d2,8,0.8528571428571429,0.8419540229885057,0.8592375366568915,0.8505079825834543
2,ViT_r2d2,9,0.8492857142857143,0.8302945301542777,0.8680351906158358,0.8487455197132616
2,ViT_r2d2,10,0.8485714285714285,0.8604294478527608,0.8225806451612904,0.841079460269865
3,ViT_r2d2,1,0.8635714285714285,0.8626292466765141,0.8563049853372434,0.8594554819720382
3,ViT_r2d2,2,0.8521428571428571,0.8659476117103235,0.8240469208211144,0.8444778362133734
3,ViT_r2d2,3,0.8528571428571429,0.8595166163141994,0.8343108504398827,0.8467261904761905
3,ViT_r2d2,4,0.8528571428571429,0.8409742120343839,0.8607038123167156,0.8507246376811595
3,ViT_r2d2,5,0.86,0.8501440922190202,0.8651026392961877,0.8575581395348837
3,ViT_r2d2,6,0.855,0.8267394270122783,0.8885630498533724,0.8565371024734982
3,ViT_r2d2,7,0.8621428571428571,0.8721461187214612,0.8401759530791789,0.8558625840179238
3,ViT_r2d2,8,0.855,0.8455988455988456,0.8592375366568915,0.8523636363636363
3,ViT_r2d2,9,0.8392857142857143,0.8034528552456839,0.8870967741935484,0.8432055749128919
3,ViT_r2d2,10,0.8442857142857143,0.8240223463687151,0.8651026392961877,0.844062947067239
1,ViT_lookup,1,0.7878571428571428,0.8031496062992126,0.7478005865102639,0.7744874715261959
1,ViT_lookup,2,0.7921428571428571,0.7617135207496654,0.8343108504398827,0.7963610916724982
1,ViT_lookup,3,0.79,0.7957317073170732,0.7653958944281525,0.7802690582959642
1,ViT_lookup,4,0.7914285714285715,0.7746478873239436,0.8064516129032258,0.7902298850574713
1,ViT_lookup,5,0.7914285714285715,0.7671232876712328,0.8211143695014663,0.7932011331444759
1,ViT_lookup,6,0.7885714285714286,0.7688022284122563,0.8093841642228738,0.7885714285714286
1,ViT_lookup,7,0.79,0.7803468208092486,0.7917888563049853,0.7860262008733624
1,ViT_lookup,8,0.8042857142857143,0.8072289156626506,0.7859237536656891,0.7964338781575037
1,ViT_lookup,9,0.7885714285714286,0.75,0.8489736070381232,0.796423658872077
1,ViT_lookup,10,0.7821428571428571,0.7792592592592592,0.7712609970674487,0.7752394988946205
2,ViT_lookup,1,0.7878571428571428,0.7730496453900709,0.7991202346041055,0.7858687815428983
2,ViT_lookup,2,0.8,0.8045454545454546,0.7785923753665689,0.7913561847988078
2,ViT_lookup,3,0.7878571428571428,0.7860326894502229,0.7756598240469208,0.7808118081180812
2,ViT_lookup,4,0.7985714285714286,0.8012048192771084,0.7800586510263929,0.7904903417533432
2,ViT_lookup,5,0.7892857142857143,0.776824034334764,0.7961876832844574,0.7863866763215062
2,ViT_lookup,6,0.7935714285714286,0.763758389261745,0.8343108504398827,0.7974772249474422
2,ViT_lookup,7,0.8,0.7730978260869565,0.8343108504398827,0.8025387870239774
2,ViT_lookup,8,0.7892857142857143,0.7639836289222374,0.8211143695014663,0.7915194346289752
2,ViT_lookup,9,0.7814285714285715,0.7670454545454546,0.7917888563049853,0.7792207792207793
2,ViT_lookup,10,0.7885714285714286,0.7741477272727273,0.7991202346041055,0.7864357864357865
3,ViT_lookup,1,0.7835714285714286,0.7742402315484804,0.7844574780058651,0.7793153678077204
3,ViT_lookup,2,0.78,0.7686781609195402,0.7844574780058651,0.7764876632801161
3,ViT_lookup,3,0.795,0.7754532775453278,0.8152492668621701,0.7948534667619729
3,ViT_lookup,4,0.795,0.7709190672153635,0.8240469208211144,0.7965981573352232
3,ViT_lookup,5,0.7785714285714286,0.7409326424870466,0.8387096774193549,0.7867950481430537
3,ViT_lookup,6,0.7978571428571428,0.7903930131004366,0.7961876832844574,0.7932797662527392
3,ViT_lookup,7,0.8035714285714286,0.8116385911179173,0.7771260997067448,0.7940074906367042
3,ViT_lookup,8,0.7957142857142857,0.7955223880597015,0.781524926686217,0.7884615384615384
3,ViT_lookup,9,0.7914285714285715,0.7512886597938144,0.8548387096774194,0.7997256515775034
3,ViT_lookup,10,0.7878571428571428,0.762619372442019,0.8196480938416423,0.7901060070671378
